"Id","Last"
1,NA
2,NA
4,NA
5,NA
6,NA
9,NA
10,NA
12,NA
14,NA
17,NA
19,NA
22,NA
25,NA
27,NA
29,NA
30,NA
31,NA
32,NA
33,NA
37,NA
38,NA
39,NA
42,NA
43,NA
45,NA
47,NA
48,NA
50,NA
54,NA
55,NA
56,NA
58,NA
60,"766582546402667600"
62,NA
68,NA
70,NA
71,NA
74,NA
78,NA
79,NA
80,NA
81,NA
83,NA
84,"87960930222080"
85,NA
87,NA
88,NA
90,"96147057896403"
93,NA
96,NA
97,NA
98,NA
99,NA
101,NA
103,NA
106,NA
114,NA
115,NA
116,NA
117,"2"
120,NA
121,NA
122,"233"
124,NA
125,NA
127,NA
128,NA
129,NA
131,NA
138,NA
140,NA
142,NA
143,NA
144,NA
145,NA
146,NA
148,NA
151,NA
153,NA
154,NA
156,NA
157,"302"
161,NA
169,NA
170,NA
172,NA
173,NA
175,NA
180,NA
182,NA
183,NA
184,NA
187,NA
189,NA
191,NA
193,NA
194,NA
195,NA
196,NA
197,NA
199,NA
200,NA
201,NA
206,NA
207,NA
209,NA
214,NA
216,NA
218,NA
228,NA
230,NA
231,NA
232,NA
233,NA
234,NA
235,NA
236,NA
239,NA
240,NA
243,NA
247,NA
248,NA
250,NA
252,NA
253,"15"
257,NA
260,NA
261,NA
265,NA
267,NA
269,NA
270,NA
273,NA
274,NA
279,NA
281,NA
283,NA
285,"92470734734"
287,"90486"
291,NA
292,NA
301,NA
307,NA
309,NA
312,NA
314,NA
316,NA
321,NA
322,NA
324,NA
325,NA
330,NA
331,NA
333,NA
337,NA
338,NA
341,NA
342,NA
343,NA
344,NA
345,NA
346,NA
348,NA
349,NA
351,NA
353,NA
355,NA
356,"896"
357,NA
358,NA
360,NA
362,NA
363,NA
364,NA
365,NA
367,NA
368,NA
369,"3"
370,NA
371,NA
375,"102"
376,NA
380,NA
381,NA
382,NA
383,NA
384,NA
385,NA
388,NA
389,NA
390,NA
391,NA
393,NA
396,NA
397,NA
398,NA
399,NA
401,NA
402,NA
404,NA
405,"2333521433367183360"
407,NA
409,"22"
411,NA
412,NA
413,NA
414,NA
416,NA
417,NA
418,NA
419,NA
422,NA
423,NA
424,NA
427,NA
432,NA
433,"139"
435,NA
440,NA
442,NA
445,NA
446,NA
449,NA
450,NA
452,NA
453,NA
454,"572204589843750"
456,NA
457,NA
459,NA
460,NA
462,"309485009821345068724781056"
465,NA
468,NA
471,NA
472,NA
473,NA
474,NA
476,NA
478,"539635"
480,NA
481,NA
482,NA
484,NA
485,NA
487,NA
488,NA
489,NA
491,NA
493,NA
495,NA
496,NA
497,NA
498,NA
500,NA
501,NA
504,NA
507,NA
508,NA
509,NA
512,NA
513,NA
514,NA
522,NA
523,NA
524,NA
527,NA
528,NA
529,"2"
530,NA
531,NA
532,NA
536,NA
537,NA
538,NA
539,NA
542,NA
543,NA
544,NA
545,NA
547,NA
548,"47681972428112"
550,NA
551,NA
552,NA
553,NA
560,NA
561,NA
562,NA
563,NA
564,"7121453984059539456"
565,NA
567,NA
570,NA
573,NA
574,"602400691612421908692721878675998296881758208"
575,NA
576,"10"
577,NA
580,NA
583,NA
586,NA
587,NA
591,NA
593,NA
594,NA
596,NA
599,NA
600,"512"
603,NA
605,NA
607,NA
613,NA
616,NA
617,NA
625,NA
626,NA
629,NA
633,NA
635,NA
636,NA
639,NA
640,NA
642,NA
647,NA
648,NA
649,NA
650,NA
652,NA
654,NA
656,NA
663,NA
665,"148"
666,NA
668,NA
670,NA
672,NA
673,NA
675,NA
676,NA
677,NA
679,NA
680,NA
681,NA
684,NA
685,NA
687,NA
688,NA
690,NA
691,NA
695,NA
699,NA
701,NA
702,NA
703,NA
708,NA
709,NA
710,NA
711,NA
712,NA
715,NA
716,NA
717,NA
719,NA
720,NA
723,NA
724,NA
725,NA
726,NA
727,NA
728,NA
736,NA
739,NA
740,NA
741,NA
742,"103959241110828411285504"
743,NA
745,"1"
748,NA
749,NA
751,NA
752,NA
753,NA
754,NA
755,NA
757,NA
758,NA
760,NA
761,NA
762,NA
763,NA
765,NA
767,NA
768,NA
769,NA
772,NA
773,NA
774,NA
778,NA
779,NA
781,NA
782,NA
783,NA
787,NA
788,NA
791,NA
795,NA
798,NA
799,NA
800,NA
802,NA
806,NA
808,"984550153040694234"
811,"2012012012012010"
812,NA
814,NA
815,NA
818,"13"
819,NA
821,NA
822,NA
825,NA
835,NA
836,NA
837,NA
838,NA
839,NA
840,NA
841,NA
844,NA
845,NA
846,NA
849,NA
851,NA
852,NA
855,NA
856,NA
860,"1"
861,NA
864,NA
866,NA
867,NA
868,NA
869,NA
871,NA
872,NA
877,NA
878,NA
879,NA
880,NA
882,NA
885,NA
887,NA
890,NA
892,NA
896,NA
897,NA
898,NA
900,NA
901,NA
902,NA
903,NA
904,NA
906,NA
907,NA
908,NA
913,NA
914,NA
915,NA
916,NA
918,NA
919,"2333521433367183360"
921,NA
922,NA
925,NA
927,NA
928,NA
929,NA
936,NA
940,NA
941,NA
942,NA
943,NA
944,NA
946,NA
947,NA
950,NA
952,NA
953,"166771816996665672"
955,NA
957,NA
960,NA
961,NA
964,NA
967,"403"
969,"-12"
974,NA
985,NA
986,NA
988,NA
991,NA
993,NA
994,NA
998,NA
1000,NA
1001,NA
1002,NA
1004,NA
1005,NA
1006,NA
1009,NA
1010,NA
1011,NA
1013,NA
1014,NA
1017,NA
1018,"187"
1019,NA
1020,NA
1021,NA
1024,NA
1026,NA
1027,NA
1029,NA
1030,NA
1031,NA
1033,NA
1034,NA
1035,NA
1039,NA
1040,NA
1041,NA
1044,NA
1045,NA
1046,NA
1047,NA
1048,NA
1049,NA
1051,NA
1057,NA
1059,NA
1060,NA
1063,NA
1067,NA
1081,NA
1084,NA
1085,NA
1087,NA
1088,NA
1089,NA
1090,"2333521433367183360"
1092,NA
1093,NA
1094,NA
1095,NA
1096,NA
1097,NA
1099,NA
1104,NA
1106,NA
1108,"1056742"
1111,NA
1112,NA
1118,NA
1119,NA
1121,NA
1122,NA
1123,NA
1130,NA
1132,NA
1133,NA
1134,NA
1135,NA
1137,NA
1140,NA
1142,NA
1143,NA
1145,NA
1148,NA
1153,NA
1156,NA
1158,NA
1161,NA
1165,NA
1167,NA
1170,NA
1174,NA
1175,NA
1177,NA
1178,NA
1180,NA
1184,NA
1188,NA
1190,NA
1191,NA
1193,NA
1194,NA
1196,NA
1198,NA
1200,NA
1201,NA
1202,NA
1204,"50"
1205,NA
1206,NA
1209,NA
1213,NA
1216,NA
1221,NA
1225,NA
1227,NA
1228,NA
1230,NA
1233,NA
1237,NA
1239,NA
1240,NA
1242,NA
1243,NA
1245,NA
1246,NA
1247,NA
1248,NA
1249,NA
1254,"7"
1255,NA
1256,NA
1261,NA
1264,NA
1266,NA
1267,NA
1268,NA
1269,NA
1271,"9"
1273,NA
1277,NA
1281,NA
1284,NA
1285,NA
1286,NA
1287,NA
1293,NA
1296,NA
1297,NA
1298,NA
1299,NA
1304,"31548269150673125152"
1305,NA
1306,NA
1308,NA
1311,NA
1312,NA
1313,NA
1314,NA
1318,NA
1324,NA
1326,NA
1330,NA
1336,NA
1338,NA
1341,NA
1342,NA
1344,NA
1345,NA
1346,NA
1347,NA
1348,NA
1350,NA
1351,NA
1353,NA
1356,"5"
1357,NA
1358,NA
1363,NA
1371,NA
1376,NA
1378,NA
1379,NA
1382,NA
1384,NA
1386,"486"
1387,NA
1389,NA
1391,NA
1392,"1694577218886"
1393,NA
1396,NA
1399,NA
1400,NA
1403,NA
1404,NA
1406,NA
1407,NA
1408,NA
1409,NA
1412,NA
1413,NA
1415,NA
1416,"-13576460102465"
1417,NA
1418,NA
1421,NA
1422,NA
1425,NA
1426,NA
1427,NA
1431,"59"
1433,NA
1435,NA
1437,NA
1438,NA
1440,NA
1442,NA
1444,NA
1447,NA
1448,NA
1449,NA
1451,NA
1454,NA
1456,NA
1457,NA
1459,NA
1460,NA
1461,NA
1463,NA
1467,"525893003079214694400"
1469,NA
1476,NA
1477,NA
1478,NA
1479,NA
1486,NA
1487,NA
1489,NA
1490,NA
1491,NA
1497,"6"
1498,NA
1499,NA
1502,NA
1503,NA
1509,NA
1510,NA
1511,NA
1513,NA
1515,NA
1523,NA
1524,NA
1526,NA
1527,NA
1528,NA
1529,NA
1531,NA
1532,NA
1537,NA
1539,NA
1540,NA
1541,NA
1543,NA
1544,NA
1546,NA
1547,NA
1550,NA
1551,NA
1555,NA
1559,NA
1561,NA
1563,NA
1564,NA
1565,NA
1566,NA
1567,NA
1572,NA
1574,NA
1576,NA
1577,NA
1581,NA
1584,NA
1586,NA
1587,NA
1590,NA
1594,"25"
1596,NA
1598,NA
1599,NA
1610,NA
1614,NA
1615,NA
1616,NA
1618,NA
1619,NA
1621,NA
1622,NA
1624,NA
1627,NA
1628,NA
1631,NA
1632,NA
1633,NA
1637,NA
1638,NA
1643,NA
1645,NA
1646,NA
1647,NA
1648,NA
1650,NA
1652,NA
1653,NA
1654,NA
1655,NA
1657,NA
1661,NA
1662,NA
1663,NA
1668,NA
1670,"74"
1672,"4064231406647572485373952"
1674,NA
1675,NA
1677,NA
1678,"9"
1680,NA
1681,NA
1684,NA
1685,"1"
1686,"3582"
1687,NA
1688,NA
1692,NA
1696,NA
1697,NA
1698,NA
1699,NA
1700,NA
1701,NA
1702,NA
1705,NA
1707,NA
1708,"82"
1709,NA
1710,NA
1713,NA
1714,NA
1716,NA
1717,NA
1720,NA
1721,NA
1722,NA
1723,NA
1727,NA
1729,NA
1730,NA
1731,NA
1734,NA
1737,NA
1740,NA
1741,NA
1742,NA
1743,NA
1744,NA
1747,NA
1749,NA
1751,NA
1753,NA
1755,NA
1756,NA
1757,NA
1758,NA
1759,"3063731695682346270720"
1761,NA
1762,NA
