"Id","Last"
1438,2931
1498,602
2801,43710
3396,692
3481,7
4000,78176338
4217,681
4392,2927
4536,74
4545,120
6128,-126016
6942,12884901886
7263,2147483648
7692,89
7731,44
9439,2863311531
9713,890
9865,3921
10591,108037042
10682,1078
10747,1e+11
10786,1380
11106,74
11113,98118689
11272,291
11637,1234564320991010
11898,20
12087,53656
12153,149
12412,2147483709
12448,-464
12553,172186884
13251,150
13602,22
13737,1137470739845281
13750,141
13752,-14
13989,89
14657,24
14758,341531
14944,49602
15240,15
15728,1.10159605127097e+27
16587,6
16702,20695956
16827,2807
17260,-12510009
17610,19899
17801,32
17872,14
18198,3483638676
18714,11676942335
19101,5
19424,2225
19782,376572715308
19805,38596
22240,52776542404608
22376,36984
23863,1184787066781696
23918,13
25230,2913111186148805
25760,3
26189,2934664782
26855,137
27379,19
27659,669924
27965,29
28945,135
29541,1205
29648,-198
30374,512
30581,43202
30821,516560652
30833,70145147664
31078,1351079888211149
31180,345
31199,15791
32801,387420489
33361,4e+14
34038,-15540
34086,56
34271,8554
34830,132
35596,10
36256,21170
36338,516244
36436,8468
36851,2147483681
37091,-1
37501,630
38237,-4
38454,70
39615,18
40124,3577814
40542,-1
40579,2.9572549182726e+20
41096,12207031250
41197,11000007
41764,1
41979,5.4676468857898e+25
42360,193
43432,1048576
44771,8.8e+14
44888,3
45087,847271832227
45140,23194
46602,12582912
46813,7
46902,10923
48069,3
48135,20
48727,113272068
49430,4
49679,1270932914165
50040,1927926
50295,6
50455,70
50558,32
50768,19406
50772,-359
50867,1375731712
51546,145
51565,21
51653,30
51797,1942584
51916,2002
52308,40918631248035
52453,172186884
52481,27224
52802,45
53129,255
53324,9.999995e+14
53365,45
53426,273
53433,2147483647
54012,25
54283,444
54383,-37
54963,10628
55469,2684354527
55991,26388275920896
56306,84
57249,46818352939618
57878,15107
57956,124013
58104,789
58987,28
60524,-1
60882,64
61136,7434
61602,110729363331350416
61969,92
62121,7918845952
62194,24
62479,309
62504,1506215363760
62541,35
62635,10125195312500
62710,496
63150,-2058
63316,1e+12
63533,919
65685,1541053549832
65708,-1
66076,182
66352,55
66545,158
66844,2827315614280
68272,104404
69289,2209943
70056,109
70307,110729363331350416
70943,9
70944,7516192768
